id,timestamp,insurance_type,postal_code,address,unit_apt,city,province,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,carrier_name,carrier_original_name,monthly_premium,annual_premium
04783ae9-51af-4510-b98e-e220f1af8d2a,20250612_121057,H,M9W 1R9,25 Rosefair Cres,,Etobicoke,ON,Danny James,1982-09-13,2019,2,False,False,0,1,True,True,False,False,False,False,1,1,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,164.0,1968.0
04783ae9-51af-4510-b98e-e220f1af8d2a,20250612_121057,H,M9W 1R9,25 Rosefair Cres,,Etobicoke,ON,Danny James,1982-09-13,2019,2,False,False,0,1,True,True,False,False,False,False,1,1,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,232.45,2789.0
04783ae9-51af-4510-b98e-e220f1af8d2a,20250612_121057,H,M9W 1R9,25 Rosefair Cres,,Etobicoke,ON,Danny James,1982-09-13,2019,2,False,False,0,1,True,True,False,False,False,False,1,1,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,234.58,2815.0
04783ae9-51af-4510-b98e-e220f1af8d2a,20250612_121057,H,M9W 1R9,25 Rosefair Cres,,Etobicoke,ON,Danny James,1982-09-13,2019,2,False,False,0,1,True,True,False,False,False,False,1,1,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,249.83,2998.0
04783ae9-51af-4510-b98e-e220f1af8d2a,20250612_121057,H,M9W 1R9,25 Rosefair Cres,,Etobicoke,ON,Danny James,1982-09-13,2019,2,False,False,0,1,True,True,False,False,False,False,1,1,bigballs@gmail.com,8554654009,pembridge,Pembridge,466.25,5595.0
0785ed7d-d2cd-4033-9fdf-93c158b13dea,20250612_122219,H,M9C 3T8,14 Saffron Cres,999.0,Etobicoke,ON,Alexandra Martinez,1953-06-01,2009,3,False,True,0,1,True,True,False,False,True,False,1,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,154.31,1852.0
0785ed7d-d2cd-4033-9fdf-93c158b13dea,20250612_122219,H,M9C 3T8,14 Saffron Cres,999.0,Etobicoke,ON,Alexandra Martinez,1953-06-01,2009,3,False,True,0,1,True,True,False,False,True,False,1,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,203.17,2438.0
0785ed7d-d2cd-4033-9fdf-93c158b13dea,20250612_122219,H,M9C 3T8,14 Saffron Cres,999.0,Etobicoke,ON,Alexandra Martinez,1953-06-01,2009,3,False,True,0,1,True,True,False,False,True,False,1,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,246.67,2960.0
9a0311e8-3a40-4287-a309-93f86d0ab0ff,20250612_123437,H,M9C 4S5,296 Wellesworth Dr,606.0,Etobicoke,ON,Lorraine Ward,2007-05-27,2009,2,False,True,1,2,True,False,True,False,False,False,2,2,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,331.58,3979.0
9a0311e8-3a40-4287-a309-93f86d0ab0ff,20250612_123437,H,M9C 4S5,296 Wellesworth Dr,606.0,Etobicoke,ON,Lorraine Ward,2007-05-27,2009,2,False,True,1,2,True,False,True,False,False,False,2,2,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,397.0,4764.0
9a0311e8-3a40-4287-a309-93f86d0ab0ff,20250612_123437,H,M9C 4S5,296 Wellesworth Dr,606.0,Etobicoke,ON,Lorraine Ward,2007-05-27,2009,2,False,True,1,2,True,False,True,False,False,False,2,2,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,480.91,5771.0
8de97367-ce91-4345-b105-b45399288c0f,20250612_124655,H,M9B 1T6,82 Prennan Ave,437.0,Etobicoke,ON,Ronald Adams,2005-07-01,2022,3,False,True,1,2,True,True,False,True,True,False,1,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,272.48,3270.0
8de97367-ce91-4345-b105-b45399288c0f,20250612_124655,H,M9B 1T6,82 Prennan Ave,437.0,Etobicoke,ON,Ronald Adams,2005-07-01,2022,3,False,True,1,2,True,True,False,True,True,False,1,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,478.83,5746.0
8de97367-ce91-4345-b105-b45399288c0f,20250612_124655,H,M9B 1T6,82 Prennan Ave,437.0,Etobicoke,ON,Ronald Adams,2005-07-01,2022,3,False,True,1,2,True,True,False,True,True,False,1,0,bigballs@gmail.com,8554654009,travelers_insurance,Travelers Insurance,569.5,6834.0
8de97367-ce91-4345-b105-b45399288c0f,20250612_124655,H,M9B 1T6,82 Prennan Ave,437.0,Etobicoke,ON,Ronald Adams,2005-07-01,2022,3,False,True,1,2,True,True,False,True,True,False,1,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,633.17,7598.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,384.1,4609.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,gore,Gore,412.67,4952.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,travelers_insurance,Travelers Insurance,513.42,6161.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,569.25,6831.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,603.58,7243.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,802.42,9629.0
c8489540-f22f-453b-8b55-742b872bb8ba,20250612_130546,H,M9C 1R1,211 Markland Dr,,Etobicoke,ON,Donald Porter,1947-05-30,2010,1,False,True,1,0,True,True,True,False,True,True,0,2,bigballs@gmail.com,8554654009,pembridge,Pembridge,1088.42,13061.0
7e83776c-4fbd-4fba-b159-6e4a15a109c1,20250612_132138,H,M9C 4S5,212 Wellesworth Dr,,Etobicoke,ON,Wendy Brown,1969-05-13,2022,3,False,False,0,0,True,False,True,False,False,True,1,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,113.79,1365.0
7e83776c-4fbd-4fba-b159-6e4a15a109c1,20250612_132138,H,M9C 4S5,212 Wellesworth Dr,,Etobicoke,ON,Wendy Brown,1969-05-13,2022,3,False,False,0,0,True,False,True,False,False,True,1,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,182.5,2190.0
7e83776c-4fbd-4fba-b159-6e4a15a109c1,20250612_132138,H,M9C 4S5,212 Wellesworth Dr,,Etobicoke,ON,Wendy Brown,1969-05-13,2022,3,False,False,0,0,True,False,True,False,False,True,1,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,194.0,2328.0
7e83776c-4fbd-4fba-b159-6e4a15a109c1,20250612_132138,H,M9C 4S5,212 Wellesworth Dr,,Etobicoke,ON,Wendy Brown,1969-05-13,2022,3,False,False,0,0,True,False,True,False,False,True,1,0,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,266.5,3198.0
7e83776c-4fbd-4fba-b159-6e4a15a109c1,20250612_132138,H,M9C 4S5,212 Wellesworth Dr,,Etobicoke,ON,Wendy Brown,1969-05-13,2022,3,False,False,0,0,True,False,True,False,False,True,1,0,bigballs@gmail.com,8554654009,pembridge,Pembridge,552.67,6632.0
a2010ebe-e307-4dd2-8280-7cabc454b52f,20250612_133727,H,M9P 3J3,3 Brook Tree Cres,708.0,Etobicoke,ON,Heidi Mahoney,1983-01-16,2016,1,False,True,1,2,False,True,True,False,True,True,2,1,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,212.25,2547.0
a2010ebe-e307-4dd2-8280-7cabc454b52f,20250612_133727,H,M9P 3J3,3 Brook Tree Cres,708.0,Etobicoke,ON,Heidi Mahoney,1983-01-16,2016,1,False,True,1,2,False,True,True,False,True,True,2,1,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,249.75,2997.0
