
0ba399a4-06b2-4ffc-9ddf-67752135b0d4,20250612_233241,H,M9R 4A3,30 Pettit Dr,527.0,Etobicoke,ON,Rachel Webster,1964-07-24,2019,1,False,True,2,1,False,False,False,True,True,False,2,0,bigballs@gmail.com,2897308160,square_one,Square One Insurance Services,148.33,1780.0
0ba399a4-06b2-4ffc-9ddf-67752135b0d4,20250612_233241,H,M9R 4A3,30 Pettit Dr,527.0,Etobicoke,ON,Rachel Webster,1964-07-24,2019,1,False,True,2,1,False,False,False,True,True,False,2,0,bigballs@gmail.com,2897308160,max_insurance,Max Insurance,359.67,4316.0
0ba399a4-06b2-4ffc-9ddf-67752135b0d4,20250612_233241,H,M9R 4A3,30 Pettit Dr,527.0,Etobicoke,ON,Rachel Webster,1964-07-24,2019,1,False,True,2,1,False,False,False,True,True,False,2,0,bigballs@gmail.com,2897308160,sgi_canada,SGI Canada,435.0,5220.0
0ba399a4-06b2-4ffc-9ddf-67752135b0d4,20250612_233241,H,M9R 4A3,30 Pettit Dr,527.0,Etobicoke,ON,Rachel Webster,1964-07-24,2019,1,False,True,2,1,False,False,False,True,True,False,2,0,bigballs@gmail.com,2897308160,travelers_insurance,Travelers Insurance,684.08,8209.0
b28da8fd-b489-4e68-aedd-04fcb5bc269b,20250612_234256,H,M9R 2Y1,21 Sheffley Cres,586.0,Etobicoke,ON,Joseph Cole,1965-07-12,2015,3,False,True,1,0,False,False,True,False,False,True,2,1,bigballs@gmail.com,7818397978,square_one,Square One Insurance Services,387.87,4654.0
b28da8fd-b489-4e68-aedd-04fcb5bc269b,20250612_234256,H,M9R 2Y1,21 Sheffley Cres,586.0,Etobicoke,ON,Joseph Cole,1965-07-12,2015,3,False,True,1,0,False,False,True,False,False,True,2,1,bigballs@gmail.com,7818397978,max_insurance,Max Insurance,672.33,8068.0
b28da8fd-b489-4e68-aedd-04fcb5bc269b,20250612_234256,H,M9R 2Y1,21 Sheffley Cres,586.0,Etobicoke,ON,Joseph Cole,1965-07-12,2015,3,False,True,1,0,False,False,True,False,False,True,2,1,bigballs@gmail.com,7818397978,sgi_canada,SGI Canada,685.83,8230.0
b28da8fd-b489-4e68-aedd-04fcb5bc269b,20250612_234256,H,M9R 2Y1,21 Sheffley Cres,586.0,Etobicoke,ON,Joseph Cole,1965-07-12,2015,3,False,True,1,0,False,False,True,False,False,True,2,1,bigballs@gmail.com,7818397978,economical_mutual,Economical Mutual,686.25,8235.0
b28da8fd-b489-4e68-aedd-04fcb5bc269b,20250612_234256,H,M9R 2Y1,21 Sheffley Cres,586.0,Etobicoke,ON,Joseph Cole,1965-07-12,2015,3,False,True,1,0,False,False,True,False,False,True,2,1,bigballs@gmail.com,7818397978,pembridge,Pembridge,1294.42,15533.0
fc3b42f9-1802-4529-acd4-64e168354a13,20250612_234941,H,M9R 2Y1,26 Sheffley Cres,406.0,Etobicoke,ON,Rhonda Williams,1990-06-28,2014,3,False,True,2,1,False,False,False,True,False,False,3,2,bigballs@gmail.com,2897308160,max_insurance,Max Insurance,436.5,5238.0
fc3b42f9-1802-4529-acd4-64e168354a13,20250612_234941,H,M9R 2Y1,26 Sheffley Cres,406.0,Etobicoke,ON,Rhonda Williams,1990-06-28,2014,3,False,True,2,1,False,False,False,True,False,False,3,2,bigballs@gmail.com,2897308160,sgi_canada,SGI Canada,514.33,6172.0
fc3b42f9-1802-4529-acd4-64e168354a13,20250612_234941,H,M9R 2Y1,26 Sheffley Cres,406.0,Etobicoke,ON,Rhonda Williams,1990-06-28,2014,3,False,True,2,1,False,False,False,True,False,False,3,2,bigballs@gmail.com,2897308160,square_one,Square One Insurance Services,698.55,8383.0
