id,timestamp,insurance_type,postal_code,address,unit_apt,city,province,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,carrier_name,carrier_original_name,monthly_premium,annual_premium
9b25309d-7bc5-42d1-88e0-848c3a1a7f5c,20250612_212036,H,M9A 3V3,1257 Royal York Rd,550.0,Etobicoke,ON,Alejandra Brown,1966-02-26,2021,1,False,True,2,1,False,True,False,True,True,True,3,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,116.45,1397.0
9b25309d-7bc5-42d1-88e0-848c3a1a7f5c,20250612_212036,H,M9A 3V3,1257 Royal York Rd,550.0,Etobicoke,ON,Alejandra Brown,1966-02-26,2021,1,False,True,2,1,False,True,False,True,True,True,3,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,170.33,2044.0
9b25309d-7bc5-42d1-88e0-848c3a1a7f5c,20250612_212036,H,M9A 3V3,1257 Royal York Rd,550.0,Etobicoke,ON,Alejandra Brown,1966-02-26,2021,1,False,True,2,1,False,True,False,True,True,True,3,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,194.0,2328.0
9b25309d-7bc5-42d1-88e0-848c3a1a7f5c,20250612_212036,H,M9A 3V3,1257 Royal York Rd,550.0,Etobicoke,ON,Alejandra Brown,1966-02-26,2021,1,False,True,2,1,False,True,False,True,True,True,3,0,bigballs@gmail.com,8554654009,travelers_insurance,Travelers Insurance,398.75,4785.0
e71ffaa2-d1ae-43f3-8878-690d4fc01257,20250612_213054,H,M9P 3N3,24 Hartsdale Dr,,Etobicoke,ON,Ashley Barron,1979-04-24,2024,3,False,True,2,2,True,True,False,True,False,False,0,1,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,201.75,2421.0
e71ffaa2-d1ae-43f3-8878-690d4fc01257,20250612_213054,H,M9P 3N3,24 Hartsdale Dr,,Etobicoke,ON,Ashley Barron,1979-04-24,2024,3,False,True,2,2,True,True,False,True,False,False,0,1,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,236.08,2833.0
e71ffaa2-d1ae-43f3-8878-690d4fc01257,20250612_213054,H,M9P 3N3,24 Hartsdale Dr,,Etobicoke,ON,Ashley Barron,1979-04-24,2024,3,False,True,2,2,True,True,False,True,False,False,0,1,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,410.96,4932.0
13ff4189-c34f-472e-8c09-3ca088b10079,20250612_214639,H,M9B 4S1,362 Rathburn Rd,,Etobicoke,ON,Mary Wood,1949-08-27,2020,2,False,False,0,2,True,True,True,True,False,True,1,2,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,169.25,2031.0
13ff4189-c34f-472e-8c09-3ca088b10079,20250612_214639,H,M9B 4S1,362 Rathburn Rd,,Etobicoke,ON,Mary Wood,1949-08-27,2020,2,False,False,0,2,True,True,True,True,False,True,1,2,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,188.0,2256.0
13ff4189-c34f-472e-8c09-3ca088b10079,20250612_214639,H,M9B 4S1,362 Rathburn Rd,,Etobicoke,ON,Mary Wood,1949-08-27,2020,2,False,False,0,2,True,True,True,True,False,True,1,2,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,253.5,3042.0
